SOCD,aspect,AWC,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,clay,dem,dtr,fwi,GPP,gppmax,landuse85,lstday,lstnight,ndvimax,ndvimean,ndvimin,ndvistd,ph,roughness,samt,sand,silt,slope,srad,tdchange,tpi,tri,twi,vapr,wind,WRB2
3.443595575,0.9707461,83,27.26666641,28.01666641,26.18333435,1633,310,4,88.71028137,841,14,401,26,12.01666641,74.17694855,77.52809143,34.90000153,18.70000076,16.20000076,27.66666794,26.20000076,6,203,15.01795959,15.00296307,4.118199825,1.07099998,15,15357,14767,0.648631632,0.367293864,0.518342137,0.244138777,5.699999809,15,327.1000061,84,10,0.164880529,15664.16699,3333,0.5,3.5,12.239942,2.667500019,1.366666675,9
3.444920755,0.155204251,137,25.93333244,26.53333282,25.26666641,1814,312,23,67.10133362,850,100,216,850,10.78333378,75.93896484,50.60241699,33.5,19.29999924,14.20000076,25.26666641,26.18333435,23,187,13.76781654,4.017250061,9.697766304,6.892000198,3,15123,14760,0.771657944,0.48490572,0.59007895,0.268708676,5.099999905,50,311.5,59,18,1.065495849,15389.16699,1111,4.625,13.875,10.89242649,2.719166756,1.508333325,1
3.445373816,0.876058042,137,24.72500038,25.41666603,23.46666718,1914,259,40,51.72090149,757,161,606,161,11.59999943,75.32467651,85.85134125,31.60000038,16.20000076,15.39999962,25.25,23.46666718,23,186,10.81126118,2.13337636,9.413283348,8.658599854,3,15094,14704,0.815000057,0.519224823,0.752710521,0.317211539,5.099999905,16,297.7000122,59,18,0.11187344,13642.66699,1111,-4.625,5.375,14.53266239,2.686666727,0.958333313,1
3.448252397,2.608748674,120,24.72916603,25.28333282,23.85000038,1833,316,9,70.63977814,851,61,277,99,12.79166698,69.51992798,60.91939163,33.70000076,15.30000019,18.40000153,24.93333435,24.25,24,211,12.90221119,5.315122128,0,5.314199924,3,15216,14684,0.767210543,0.449313611,0.591605306,0.297449917,5.300000191,51,296,56,20,1.296866894,14244.16699,1111,-5.875,17.375,10.69585991,2.575833321,1.441666722,1
3.450255878,2.356194496,168,26.19166756,26.64999962,25.56666756,2650,298,131,25.11124992,845,443,672,445,9.049999237,81.53152466,44.25305557,31.5,20.39999962,11.10000038,26.31666756,25.81666565,15,89,13.9869051,0.178298146,8.149266243,8.203199387,3,15018,14740,0.832631648,0.592728138,0.828578949,0.272610873,6.300000191,20,314.3999939,67,18,0.303853899,13208.83301,1111,-3.5,4.25,12.14718151,2.87833333,0.808333337,33
3.451658738,0.785398185,168,24.97916603,25.71666718,23.71666718,1701,250,35,55.06076431,701,129,531,129,10.34166622,70.83332825,87.39821625,31.5,16.89999962,14.60000038,25.48333359,23.71666718,15,211,10.81126118,3.485234261,8.072083473,7.725800037,3,15020,14708,0.852578938,0.516076803,0.827157915,0.349813282,6.300000191,10,300,67,18,0.081028417,13965.75,1111,-1.125,2.875,16.68781281,2.620833397,1.141666651,33
3.455317444,1.892546892,119,26.47916603,26.78333282,26.11666679,2561,294,123,27.38394356,848,415,601,618,8.925000191,89.25,25.88947868,31.60000038,21.60000038,10,26.33333397,26.45000076,21,59,13.73473358,0.131351501,8.9638834,9.321800232,3,15049,14770,0.829000056,0.578163445,0.834921122,0.289798886,4.900000095,4,317.7999878,52,27,0.022648145,14356.25,1111,0.875,1.375,16.00652313,2.985833406,1.075000048,20
3.45556931,0.080184847,28,25.02499962,26.69999886,22.33333397,1325,230,21,71.00405121,634,68,457,68,12.36666679,65.43209839,187.719574,33,14.10000038,18.89999962,26.35000038,22.33333397,23,295,14.35443115,22.34525871,7.341249943,4.177599907,3,15212,14680,0.75121057,0.447493434,0.55313164,0.275048703,5,74,300.7999878,51,26,1.609030008,15152.5,1133,48.25,48.5,10.48008823,2.409166574,1.741666675,5
3.457603767,2.068139076,168,25.37083244,25.85000038,24.63333321,2506,292,89,36.02191925,815,303,788,303,9.824999809,79.8780365,50.20226288,31.10000038,18.79999924,12.30000114,25.51666641,24.63333321,15,157,11.64126968,0.297493339,8.732266426,8.666799545,3,15024,14761,0.809421122,0.518797159,0.78965795,0.307592213,6.300000191,17,304.5,67,18,0.285220444,13572.16699,1113,-4.625,5.875,11.86389351,2.795833349,0.725000024,33
3.468355207,3.908474445,137,25.92916679,26.83333397,24.75,1630,288,4,85.45341492,820,14,403,33,12.00833321,69.41233063,86.32545471,33.90000153,16.60000038,17.30000114,26.11666679,24.79999924,23,210,15.06899452,17.15616035,6.42745018,1.505800009,3,15225,14717,0.696657956,0.400563627,0.549500048,0.269147426,5.099999905,25,310,59,18,0.547019303,16384.83398,1111,-7.375,9.375,11.55922318,2.536666632,1.375,1
3.469882731,2.251317501,129,26.72083282,27.23333359,25.83333397,2017,328,79,50.89590454,890,278,350,827,9.308333397,85.39754486,60.50762939,32.40000153,21.5,10.90000153,25.93333435,26.91666794,41,123,13.85587311,0.437016487,7.698783398,10.4762001,3,15041,14790,0.818473756,0.531558156,0.807710528,0.304624677,4.900000095,17,320.5,36,23,0.387005806,17000.08398,1111,-3.375,5.125,11.90528297,2.686666727,1.274999976,16
3.470909479,1.871716619,168,24.57083321,25.20000076,23.45000076,2261,329,43,54.72766495,884,165,759,165,11.42500019,78.25341797,74.60374451,31.10000038,16.5,14.60000038,25.10000038,23.45000076,15,228,10.22652435,2.026097775,9.499316216,8.678199768,3,15024,14722,0.85510534,0.538144767,0.832263231,0.328097641,6.300000191,14,294.6000061,67,18,0.217468336,13723.25,1111,0.625,3.875,12.48167992,2.676666737,0.783333361,33
3.471870148,3.538672209,83,24.77083397,26.18333435,22.56666756,1402,217,18,64.39001465,610,82,610,82,12.9416666,71.50092316,152.4266968,31.89999962,13.80000019,18.09999847,26.18333435,22.56666756,6,182,13.66645622,16.36445999,8.075900078,4.908200264,3,15346,14685,0.716026366,0.423728079,0.498868436,0.252310097,5.699999809,10,297,84,10,0.240751669,14944.33301,1133,3,4,12.03339195,2.394999981,1.491666675,9
3.473809503,2.114839077,164,24.89583397,25.41666794,24.06666565,2230,301,64,45.17358017,811,226,678,226,10.17500019,80.75396729,54.9569664,30.60000038,18,12.60000038,25.13333321,24.06666565,23,227,10.43095303,0.929663241,9.355750084,9.449999809,3,15024,14717,0.818131626,0.536606431,0.830842137,0.321614921,4.900000095,30,298.2999878,49,28,0.677976847,13555.16699,1111,5.25,10.75,11.34457779,2.728333235,0.725000024,4
3.474652729,0.110657223,137,25.84583282,26.48333359,25.53333282,1895,292,9,71.48258209,836,42,293,822,12.22500038,70.66474915,43.29907608,34.79999924,17.5,17.29999924,25.53333282,25.73333359,23,222,13.68247128,8.589554787,8.433833122,3.536999941,3,15305,14737,0.72536844,0.442422181,0.570815802,0.2850357,5.099999905,32,310.2000122,59,18,0.129708618,15284.25,1111,5.5,10,14.03816605,2.642499924,1.475000024,1
3.476719842,5.992247105,137,25.94166565,26.73333359,25.39999962,1922,310,38,61.48707962,863,148,192,805,8.449999809,77.52292633,60.1072464,31.70000076,20.79999924,10.90000153,25.41666603,26.64999962,23,151,12.97776127,1.702360272,9.189450264,9.159399986,3,15000,14770,0.820447445,0.573414505,0.842947423,0.291191101,5.099999905,61,310.2000122,59,18,1.323044538,14983.41699,1111,3.875,17.875,10.67586899,2.855000019,1.299999952,1
3.485500646,1.15473187,168,24.87083244,25.58333397,23.68333435,1729,237,23,60.4211235,692,89,597,89,11.15833282,73.89624786,81.25321198,31.60000038,16.5,15.10000038,25.31666565,23.68333435,15,214,10.36128044,4.879519463,10.00966644,9.213399887,15,15047,14700,0.858631611,0.535112917,0.816473722,0.330442607,6.300000191,23,299.1000061,67,18,0.336685002,14068.66699,3311,-12.75,12.75,13.64391518,2.550833464,1.008333325,33
3.48612479,3.747137308,163,26.46666718,27.31666565,25.29999924,1557,254,15,67.77024078,709,59,361,112,10.9333334,71.92982483,80.40617371,33.5,18.29999924,15.20000076,26.71666718,25.43333244,31,150,13.08950424,11.26506901,9.408416748,7.62100029,12,15166,14704,0.828947425,0.516275227,0.818131626,0.337643504,6.099999905,9,317.7000122,37,32,0.113240577,13871.66699,2222,-4.375,4.375,14.98487282,2.655833244,2.150000095,4
3.488237286,1.24904573,137,25.91250038,26.46666718,25.54999924,2218,370,5,75.35967255,1040,32,370,59,12.1916666,68.49250793,40.51515579,35.20000076,17.39999962,17.80000114,25.64999962,25.75,23,325,13.78604317,7.675467491,9.082266808,5.628200054,4,15184,14671,0.803263247,0.517105281,0.722394764,0.305066407,5.099999905,20,311.1000061,59,18,0.271775693,15030.83301,1111,5.625,7.375,13.64504719,2.551666737,1.433333397,1
3.489079222,4.29788208,0,25.5625,26.04999924,25.23333359,1941,311,6,71.6984787,902,53,254,104,11.35833359,68.42369843,37.48485184,33.79999924,17.20000076,16.59999847,25.31666756,25.39999962,31,218,12.88406086,2.211471081,7.670966625,5.735599995,3,15007,14738,0.817210555,0.513344347,0.815763235,0.336279243,5,11,308,53,16,0.195614204,14275.83301,1111,0.875,2.625,13.68620205,2.623333454,1.058333397,1
3.490335926,4.900610447,137,25.32083321,25.75,24.66666603,2399,373,13,67.47264099,1065,79,571,165,11.72500038,70.20957947,46.14493561,33.40000153,16.70000076,16.70000076,25.38333321,24.81666756,23,110,12.05221081,2.794316053,9.597266197,6.767199993,3,15192,14737,0.767315805,0.515755534,0.643605292,0.259072512,5.099999905,28,303.7999878,59,18,0.306208044,14207.41699,1133,-5.5,8,14.08537388,2.733333349,0.991666675,1
3.491853593,2.580905676,137,26.29999924,26.63333321,25.73333359,2354,270,136,21.05646706,755,443,476,623,9.5,87.96296692,39.25440979,31.79999924,21,10.79999924,26.04999924,26.54999924,23,67,13.739254,0.066307038,8.79240036,9.126000404,3,15021,14774,0.829526365,0.551115155,0.833447456,0.314152926,5.099999905,31,315.8999939,59,18,0.727245033,14129.66699,1111,0.625,9.625,11.27442074,2.904999971,1.058333397,1
3.493662707,3.057677984,137,25.04583359,26.29999924,22.93333244,1545,273,17,72.02024078,735,73,526,73,12.92500019,70.62841797,147.9167328,32.59999847,14.30000019,18.29999924,26.10000038,22.93333244,23,273,13.66645622,18.48884773,9.003083229,5.026199818,15,15259,14675,0.751315832,0.447448462,0.550631642,0.279530674,5.099999905,56,303,59,18,0.768990934,14905.5,3333,-8.625,15.875,10.87202454,2.397500038,1.766666651,1
3.49598626,5.961434841,160,25.64166641,26.16666603,25.04999924,1932,323,7,76.25484467,941,46,226,90,12.03333282,68.76190948,46.89606094,34.09999847,16.60000038,17.49999809,25.54999924,25.25,43,151,12.88406086,3.861172915,8.727100372,6.334599972,15,15146,14742,0.800342143,0.526615143,0.753421128,0.312152058,4.900000095,37,308.2000122,40,17,0.317070812,14303.66699,3333,0.25,6.25,12.10460186,2.642499924,1.133333325,3
3.498780795,1.76143527,137,26.05833244,26.95000076,25.21666718,2384,333,54,52.67855453,971,187,187,864,8.449999809,78.24074554,68.98065186,32.29999924,21.5,10.79999924,25.61666679,26.95000076,23,134,13.94033718,1.165755272,8.189566612,8.944999695,3,14952,14729,0.839684248,0.556269765,0.824447453,0.299313962,5.099999905,17,312.6000061,59,18,0.415757388,16989.33398,1111,4.625,6.875,11.83361816,2.776666641,1.641666651,1
3.51081938,1.981860876,137,24.60000038,25.56666565,22.81666565,1698,303,11,74.36579895,810,64,585,87,13.13333321,72.96295929,123.4724884,31.89999962,13.89999962,18,25.51666641,22.85000038,48,365,13.66645622,12.62120152,8.880332947,7.401000023,3,15132,14679,0.7579211,0.485781819,0.609473705,0.270224631,5.099999905,133,295.7000122,35,17,3.347880602,14831,1113,-18.75,43.25,9.746516228,2.373333454,1.666666627,3
3.519786788,3.605240345,0,25.27499962,25.83333397,24.86666679,1931,313,3,75.17806244,897,41,253,75,11.6833334,68.32359314,42.82629013,33.79999924,16.70000076,17.09999847,25.03333282,25.04999924,31,273,13.22832298,6.084964275,9.260716438,5.895199776,3,15038,14751,0.825710535,0.532562554,0.775631607,0.320719749,5,51,302.2000122,53,16,0.672584713,14352.25,1111,-10.5,14.25,11.00599003,2.543333292,1.191666722,1
3.522993574,6.090214729,137,26,26.41666603,25.73333359,2309,341,21,60.71569824,980,109,355,980,10.5,72.41379547,33.16622925,33.29999924,18.79999924,14.5,25.73333359,25.89999962,23,136,12.17332268,0.482983649,8.741883278,7.138999939,3,15041,14754,0.815710545,0.583849847,0.833394766,0.287328064,5.099999905,37,314.2999878,59,18,0.634849668,14096.91699,1111,18.5,18.5,11.41030884,2.754166603,0.875,1
3.525146872,4.637528896,137,26.99166679,27.51666641,25.95000076,1835,343,52,68.29685211,915,188,295,871,9.266666412,82.73810577,70.57661438,32.79999924,21.60000038,11.19999886,26.04999924,27.43333435,23,142,13.85587311,3.355217457,7.91960001,11.80140018,3,15132,14823,0.646289527,0.520110726,0.715026319,0.205548465,5.099999905,31,324,59,18,0.574547708,16737.75,1211,-1.5,8.25,11.51012039,2.666666746,1.225000024,1
3.52696088,1.929566979,120,25.41666603,26.41666603,24.28333282,1630,290,4,84.94907379,823,15,400,38,12.21666622,67.49539185,90.03366089,33.70000076,15.60000038,18.10000038,25.41666603,24.31666756,24,266,15.06899452,17.0497551,5.737500191,1.770999908,4,15299,14737,0.676000059,0.392258763,0.465815812,0.242096171,5.300000191,20,304.7000122,56,20,0.489523441,16507.75,1111,-3.875,7.125,11.67028141,2.420833349,1.358333349,1
3.532256518,6.172528267,119,26.41250038,26.76666641,26.06666565,2338,302,93,39.1743927,862,302,470,413,9.241666794,84.01515198,28.61381721,32,21,11,26.38333321,26.43333435,21,91,13.82022953,0.094450526,8.380849838,8.10340023,3,15058,14757,0.828131616,0.599313617,0.83013165,0.264653265,4.900000095,4,316.7999878,52,27,0.064854391,13838.08301,1111,0.625,0.875,13.69159222,2.954999924,0,20
3.536953853,0.965251684,137,25.00833321,26.33333397,22.58333397,1413,237,18,69.69487762,655,70,615,70,12.78333282,69.47463226,165.7741241,32.40000153,14,18.40000153,26.33333206,22.58333397,23,169,13.66645622,17.29637527,8.074116707,5.381400108,3,15334,14672,0.792210519,0.495555937,0.643578947,0.273186266,5.099999905,13,300.8999939,59,18,0.226480275,15022.58301,1113,-1.25,4,12.44107437,2.439166546,1.608333349,1
3.538228221,0.697021365,0,24.69583321,25.33333397,23.79999924,1965,321,4,76.75627899,941,39,454,64,13.15833378,67.82645416,63.22611237,33.90000153,14.5,19.40000153,24.71666718,24.03333282,31,351,13.71610737,8.588039398,0,4.471199989,15,15270,14661,0.779789507,0.485851973,0.540315807,0.270758659,5,30,295.7000122,53,16,0.803238511,14507.25,3333,-7.625,12.375,11.17502022,2.471666813,1.375,1
3.539570066,6.023853779,0,24.88333321,25.60000038,23.73333359,2026,338,4,78.28201294,990,36,459,75,13.03333378,69.69697571,78.69197083,33.29999924,14.60000038,18.69999886,25.10000038,23.85000038,31,280,14.00031662,9.568656921,9.743682861,7.262000084,3,15270,14672,0.813684225,0.487850904,0.690026343,0.318926662,5,33,298.7000122,53,16,0.363072544,14592.75,1113,-9.75,11.25,11.96912193,2.49000001,1.383333325,1
3.546806013,5.449045181,179,24.89583397,25.58333206,23.81666756,1891,254,32,55.41992569,729,130,642,130,10.9416666,76.51515961,74.3901825,31.39999962,17.10000038,14.29999924,25.51666641,23.81666756,24,316,10.70833397,2.974521399,9.350899696,9,3,14988,14708,0.859052658,0.568376124,0.830868423,0.309352368,5.300000191,26,298.2999878,51,25,0.415757388,14326.83301,1111,-1,5.5,12.52676487,2.510833263,0.916666687,33
3.546806013,6.021065235,179,24.93333244,25.61666679,23.85000038,1896,254,32,55.0743103,729,133,641,133,10.91666603,76.87793732,74.1415329,31.39999962,17.20000076,14.19999886,25.39999962,23.85000038,24,287,10.70833397,2.974521399,9.47329998,9.135800362,6,14987,14715,0.836763203,0.560776353,0.817973733,0.298479438,5.300000191,33,299.1000061,51,25,0.608028233,14308.33301,1111,-10.75,11.5,11.45347881,2.516666651,0.916666687,33
3.546983213,1.165904522,0,24.84583282,25.45000076,23.73333359,1609,268,8,72.05613708,757,53,398,84,12.35833359,69.42884064,72.78418732,33.29999924,15.5,17.79999924,25.10000038,24.08333206,14,227,12.90221119,7.210658073,0,5.434000015,3,15170,14696,0.768631637,0.51464802,0.635789514,0.283180058,6.400000095,35,297.8999939,68,18,0.272717714,14265,1113,-11.125,12.375,15.19973183,2.539999962,1.791666627,11
3.550306509,1.165904522,137,25.67916679,26.21666718,25.35000038,1889,295,8,72.7130127,844,38,285,75,11.75833321,71.69716644,39.22303391,34.09999847,17.70000076,16.39999771,25.45000076,25.48333359,23,240,14.38390827,7.384088993,8.982183456,3.728600025,3,15292,14734,0.774394751,0.59469521,0.651605308,0.177345708,5.099999905,46,308.1000061,59,18,0.654498994,15251.08301,1111,-7.5,11,11.37982368,2.630833387,1.475000024,1
3.55399078,0.950546861,137,25.13750076,26.04999924,23.60000038,2142,310,52,56.25587463,901,178,693,210,10.57499981,71.45270538,106.8160095,31.79999924,17,14.79999924,25.88333321,23.61666679,23,232,10.8521347,3.562022686,9.204500198,8.709799767,6,15001,14733,0.843000054,0.536085546,0.834500015,0.332859159,5.099999905,35,301.7000122,59,18,0.739274383,14574.66699,1111,-3.375,9.125,10.91143894,2.491666794,1.333333373,1
3.557779152,2.798568726,137,24.65833282,25.19999886,23.91666603,2009,331,11,70.33527374,932,60,278,120,12.8166666,69.27928162,53.84461212,33.79999924,15.30000019,18.5,24.78333282,24.31666565,23,216,12.05221081,3.754543543,0,5.693600178,15,15214,14701,0.777105331,0.461333364,0.521210551,0.280099094,5.099999905,21,295.2000122,59,18,0.425873667,14117.41699,3333,-6.875,6.875,13.1958704,2.595000029,1.191666603,1
3.558674287,4.381710052,160,25.74583435,26.23333359,25.21666718,1941,321,7,74.50331879,927,51,232,96,11.64166641,69.29563141,43.24655151,33.90000153,17.10000038,16.80000114,25.64999962,25.41666794,43,138,12.88406086,4.217692375,8.978599548,6.598599911,3,15032,14763,0.817684233,0.538882732,0.739526331,0.300680369,4.900000095,25,308.5,40,17,0.507325411,14371,1111,11,12.25,11.63455868,2.680000067,1.066666722,3
3.55965594,0.643501103,137,26.07083321,26.5,25.76666641,2465,368,25,60.67362213,1057,120,554,238,10.50833321,74.00234222,34.34177017,33.20000076,19,14.20000076,25.83333206,25.93333244,23,108,12.17332268,0.624082506,9.009149551,7.64800024,3,15061,14764,0.828500032,0.555384934,0.821026325,0.30140084,5.099999905,16,312.7999878,59,18,0.071619689,14026,1111,6.875,6.875,15.20180511,2.806666613,0.841666639,1
3.561563182,1.748889208,119,26.02499962,26.43333435,25.53333282,2681,332,93,37.03694153,935,341,612,447,9.316666603,81.72514343,38.16828156,31.60000038,20.20000076,11.39999962,26.03333282,25.53333282,21,126,12.92680168,0.149147525,8.360217094,8.758199692,3,15046,14750,0.798263192,0.602923274,0.821394742,0.241974369,4.900000095,47,312.7000122,52,27,0.727668047,13647.83301,1111,9.875,11.125,11.273839,2.876666784,0.975000024,20
3.562008566,0.321750551,119,26.04166603,26.53333282,25.45000076,2295,311,26,58.41901016,923,118,549,211,10.53333378,76.32850647,42.84396744,32.79999924,19,13.79999924,26.08333206,25.53333282,21,93,11.63320637,1.303624392,9.180100441,8.094200134,3,15057,14760,0.823710561,0.531904638,0.834447443,0.323397934,4.900000095,16,312.2000122,52,27,0.090592504,13868.83301,1111,-8.875,8.875,14.96680355,2.847500086,0.925000012,20
3.563218841,5.455558777,137,24.98333359,25.38333321,24.38333321,2140,354,14,72.71121216,991,60,251,127,11.66666698,70.7070694,44.53460312,33,16.5,16.5,25.04999924,24.58333397,23,144,12.05221081,3.216508627,8.62349987,6.716199875,3,15063,14742,0.84418422,0.556422174,0.819947422,0.312367588,5.099999905,44,299.1000061,59,18,0.71973145,14134,1111,3,11.25,11.28480721,2.674166679,1.008333325,1
3.568510662,5.742765903,131,25.45000076,26,24.96666718,2046,332,4,76.77513123,972,31,287,63,12.23333359,69.90476227,47.91091156,34,16.5,17.5,25.23333359,25.06666565,31,335,14.00031662,7.410210609,8.955516815,5.670199871,3,15126,14663,0.783552647,0.479479194,0.69218421,0.308373421,5.099999905,22,305.2000122,45,24,0.334085137,14586.5,1111,0,5.25,12.05233002,2.495000124,1.333333373,6
3.570962703,2.796036959,137,25.60833359,26.06666756,25.25,1995,308,11,68.13002014,873,58,351,864,11.53333282,71.63561249,33.96747971,34.20000076,18.10000038,16.10000038,25.26666641,25.64999962,23,253,13.56441689,5.553596497,0,8.522399902,3,15014,14708,0.832105339,0.554572403,0.828421116,0.319675267,5.099999905,22,307.7000122,59,18,0.190297633,15419,1111,-7.75,7.75,14.21448135,2.644166708,1.350000024,1
3.572571232,0.49531123,120,25.50833321,26.20000076,24.93333244,1856,278,11,68.10321808,806,54,275,806,11.84999943,70.95807648,51.24954605,34.5,17.79999924,16.70000076,24.93333244,25.79999924,24,238,13.68247128,6.62797308,8.193616867,2.75180006,4,15253,14765,0.703289509,0.416718215,0.50994736,0.270099223,5.300000191,71,308,56,20,1.416117191,15739.33301,1111,2.875,19.875,10.60785961,2.590833426,1.533333302,1
3.58403967,4.743434906,153,24.5625,25.33333397,23.25,1956,338,4,77.62060547,948,40,445,77,13.25833321,69.4153595,86.99856567,33,13.89999962,19.10000038,24.88333321,23.43333244,48,320,13.71610737,8.846171379,8.619317055,6.142199993,4,15111,14643,0.80255264,0.527528524,0.698684216,0.277458489,5.599999905,53,295.1000061,35,17,1.153477669,14634.91699,1111,12,18.75,10.81306553,2.464166641,1.508333325,3
3.585589841,5.961434841,119,26.65833282,26.96666718,26.35000038,3076,346,178,21.43068123,976,551,651,759,8.949999809,87.74510956,27.0381279,31.89999962,21.70000076,10.19999886,26.54999924,26.60000038,21,53,13.49978065,0.053903636,7.013633251,6.814199924,3,15032,14791,0.830368459,0.500039458,0.824578941,0.335772455,4.900000095,10,320.1000061,52,27,0.113240577,13888.75,1111,2.125,3.125,12.7876482,2.932499886,1.091666698,20
3.586612629,2.90784955,28,24.34583282,25.60000038,23.01666641,1463,219,13,65.58158112,634,68,534,68,12.89166641,74.95155334,110.873764,31.89999962,14.69999981,17.20000076,25.43333435,23.01666641,23,301,13.76733208,15.97961998,6.023600101,2.740799904,15,15206,14746,0.746342123,0.378595412,0.429684222,0.261383206,5,161,291.7000122,51,26,2.78071785,15090.66699,3333,-50.875,63.625,9.932487488,2.298333406,1.350000024,5
3.590011514,6.153482914,168,24.53333282,25.11666679,23.63333321,2040,273,50,49.38413239,762,181,654,181,10.39999962,79.38931274,60.84006119,30.5,17.39999962,13.10000038,24.79999924,23.63333321,15,303,10.43095303,1.628838539,9.831950188,9.557999611,3,15003,14710,0.854973733,0.56676209,0.849236846,0.316842258,6.300000191,20,294,67,18,0.332237691,13860.41699,1111,-1.25,5.5,13.15648842,2.640000105,0.758333325,33
3.59114964,0,153,23.49166679,24.26666641,21.98333359,1964,350,6,77.52649689,949,53,687,74,13.98333359,71.70940399,100.6080093,31.79999924,12.30000019,19.5,24.11666679,22.10000038,48,589,14.45854378,12.23139381,4.720416546,2.409800053,12,15289,14576,0.65113163,0.385381609,0.442500025,0.237416714,5.599999905,4,282.1000061,35,17,0.085943602,14805.08301,2222,-0.75,1.25,13.41004562,2.25,1.641666651,3
3.593642799,3.162279367,0,25.42916679,26.03333282,24.69999886,1987,333,2,78.03501129,974,32,457,65,12.625,68.61412811,55.94064713,34.20000076,15.80000019,18.40000153,25.38333321,24.86666679,31,246,14.00031662,7.970549583,0,3.874000072,15,15174,14688,0.834184229,0.508578956,0.716447413,0.328091741,5,76,306.7000122,53,16,2.076506853,14462.41699,3333,-18.25,28,10.22485733,2.547500134,1.283333302,1
3.593952004,1.670464993,137,25.32083321,25.76666641,24.68333244,2387,371,15,67.3219986,1061,81,561,168,11.57500076,70.57926178,46.14495468,33.20000076,16.79999924,16.40000153,25.36666679,24.79999924,23,106,12.05221081,2.621274233,10.40066624,8.321800232,3,15129,14760,0.800815821,0.462347627,0.683868468,0.311937124,5.099999905,15,303.2000122,59,18,0.143953562,14012.33301,1111,-8.75,8.75,13.93396568,2.736666679,0.983333349,1
3.599157631,4.027567863,137,25.38333321,25.79999924,24.83333397,2319,347,18,61.86301804,977,103,556,191,11.14999962,71.019104,41.57869339,33,17.29999924,15.70000076,25.36666679,24.96666718,23,98,11.78792572,2.621274233,8.109900475,6.580999851,3,15079,14753,0.808052659,0.49782896,0.788657963,0.323495418,5.099999905,43,304.1000061,59,18,1.109481812,14069.5,1111,4.125,14.125,10.50539112,2.747499943,0.916666687,1
3.601823842,4.628474236,0,24.53750038,25.25,23.33333206,2037,333,3,79.92144012,992,37,813,37,13.65833282,75.87962341,86.68453979,32.20000076,14.19999981,18,24.93333244,23.33333206,31,330,14.45854378,10.78970432,9.082532883,4.850399971,15,15299,14681,0.822763205,0.524199605,0.749684215,0.311796129,5,37,294.2000122,53,16,0.768990934,14908.66699,3333,-0.125,11.875,11.21859837,2.38499999,1.358333349,1
3.601847795,5.98402977,137,24.31666756,24.78333282,23.66666603,2097,342,12,73.10988617,967,56,247,111,12.10000038,70.34883118,48.2575264,32.70000076,15.5,17.20000076,24.39999962,23.96666718,23,258,12.57080555,5.206572533,9.768349648,7.152999878,3,15033,14732,0.831815839,0.545592129,0.770105302,0.308221608,5.099999905,38,291.7999878,59,18,0.801896691,14228.33301,1111,-10.5,12.75,11.17669201,2.56583333,1.116666675,1
3.608306564,0.367173821,119,25.60416603,26.10000038,24.93333435,2306,325,50,54.47868347,917,167,525,268,10.49166679,79.48233032,49.01103973,31.89999962,18.70000076,13.19999886,25.73333359,24.93333435,21,141,10.82432461,0.383982807,8.777183533,8.362000465,3,15043,14746,0.819368422,0.559252203,0.840868473,0.305491298,4.900000095,6,307.2999878,52,27,0.099754632,13636,1111,0.25,1.5,13.26102352,2.823333263,0.858333349,20
3.612873867,5.136950493,0,25.10000038,25.76666641,23.91666603,1581,267,7,72.51166534,744,48,392,85,12.0666666,70.15504456,76.98877716,33.09999847,15.89999962,17.19999886,25.39999962,24.23333359,14,206,13.43299294,7.210658073,9.627699852,7.769599915,3,15191,14708,0.804131627,0.516549349,0.727947414,0.305851817,6.400000095,25,301.2000122,68,18,0.573743761,14319.25,1111,10.875,11.375,11.51152134,2.557499886,1.908333302,11
3.633484192,0.507098496,69,25.98333359,26.46666718,25.43333435,2037,332,5,75.86766815,955,31,326,60,12.61666679,70.88014984,43.34496689,35,17.20000076,17.79999924,25.89999962,25.60000038,6,304,14.2938652,10.62217426,8.171116829,2.380399942,4,15278,14709,0.683236837,0.513053715,0.498473704,0.178007185,5.300000191,18,312.2000122,87,7,0.36868,15217.33301,1111,-0.125,6.125,13.56323242,2.590833426,1.416666627,2
3.63425531,5.80817461,137,23.85000038,24.78333282,22.31666565,1686,286,10,72.22041321,783,65,629,65,13.53333282,75.60520935,109.2744598,31.10000038,13.19999981,17.90000153,24.78333282,22.31666565,23,452,13.66645622,13.34338379,7.139566898,3.510400057,15,15349,14642,0.674631596,0.387095422,0.432131618,0.254650354,5.099999905,55,286.2000122,59,18,1.127359152,14717.08301,3333,-0.875,15.125,10.83597565,2.255000114,1.566666722,1
3.636542611,3.079173803,137,25.66666603,26.20000076,25.21666718,2094,333,25,64.23554993,952,103,267,952,10.26666737,74.39613342,39.15781021,32.90000153,19.10000038,13.80000114,25.21666718,25.68333435,23,224,13.55613518,1.498727202,9.636416435,7.737399578,3,15014,14745,0.835210562,0.589172125,0.827868462,0.276904672,5.099999905,21,307.3999939,59,18,0.22962907,14513.91699,1111,0.125,4.875,15.13531685,2.712500095,1.158333302,1
